Crop	N	P	K	Temperature	humidity	pH	Rainfall	State	Season	Price
mango	19.4	21.65	18.27	30.0	46.17	6.62	97.55	Karnataka	Post-Monsoon	112.95
mango	23.39	18.17	15.78	31.05	47.14	5.83	102.68	Tamil Nadu	Rabi	253.56
mango	20.6	19.9	22.89	31.85	50.58	6.37	96.96	Uttar Pradesh	Zaid	258.06
mango	22.71	18.46	19.24	31.17	53.76	7.34	93.82	Tamil Nadu	Rabi	280.63
mango	24.95	16.96	18.61	26.95	50.86	6.16	108.22	Tamil Nadu	Kharif	185.96
mango	15.34	17.75	19.79	25.44	51.95	6.01	102.51	Maharashtra	Kharif	260.32
mango	24.28	24.97	21.32	29.9	49.73	7.25	105.01	Uttar Pradesh	Kharif	117.16
mango	21.13	22.13	22.06	26.77	53.51	5.67	106.68	Uttar Pradesh	Kharif	138.58
mango	22.11	18.14	23.58	27.77	53.53	6.81	104.75	Tamil Nadu	Zaid	270.34
mango	16.69	24.86	22.22	28.66	45.14	6.83	98.33	Punjab	Kharif	28.84
mango	23.25	20.02	22.29	25.84	49.43	6.05	93.97	Maharashtra	Post-Monsoon	60.16
mango	22.47	23.38	15.03	27.74	48.51	6.18	101.36	Punjab	Kharif	174.19
mango	19.63	16.16	15.91	32.3	46.86	6.68	109.32	West Bengal	Kharif	73.08
mango	18.75	15.81	22.24	27.47	53.37	6.78	108.03	West Bengal	Rabi	100.04
mango	18.79	17.87	17.79	30.65	49.14	7.17	95.46	West Bengal	Rabi	293.99
mango	17.59	19.4	15.92	28.55	48.64	7.04	100.46	Punjab	Rabi	20.65
mango	23.35	18.86	20.38	27.11	52.02	6.19	106.22	Tamil Nadu	Rabi	109.23
mango	24.68	20.52	22.43	27.69	50.13	5.92	94.37	Tamil Nadu	Kharif	277.36
mango	20.17	21.31	19.75	29.67	48.23	6.63	103.17	Uttar Pradesh	Zaid	213.37
mango	21.29	23.69	15.08	29.21	48.35	6.8	92.0	Tamil Nadu	Zaid	57.2
mango	20.47	22.52	19.39	31.17	50.94	6.89	104.62	Karnataka	Rabi	83.25
mango	18.73	18.38	21.79	28.0	54.71	7.25	105.26	Maharashtra	Kharif	132.09
mango	22.74	24.54	19.01	25.29	50.12	7.34	107.73	Punjab	Rabi	285.93
mango	20.68	16.4	21.63	32.89	45.54	5.68	105.86	West Bengal	Zaid	143.03
mango	16.65	15.01	16.47	33.83	48.01	5.66	94.72	West Bengal	Post-Monsoon	36.15
mango	17.45	21.85	23.46	28.74	49.77	6.19	99.42	Punjab	Post-Monsoon	212.65
mango	24.13	21.68	23.31	32.06	52.63	5.69	92.57	West Bengal	Post-Monsoon	234.25
mango	23.98	23.2	22.3	29.25	48.94	5.64	99.77	Punjab	Kharif	74.29
mango	21.09	22.68	18.69	28.4	53.23	6.72	105.03	Uttar Pradesh	Rabi	50.04
mango	16.88	17.11	19.35	28.4	51.54	6.35	95.7	Karnataka	Post-Monsoon	20.1
mango	24.59	19.22	16.64	31.82	53.34	6.43	91.65	Punjab	Kharif	200.2
mango	19.04	23.07	16.61	26.29	50.07	6.87	90.23	Punjab	Post-Monsoon	132.51
mango	15.55	19.25	22.42	26.16	53.07	7.32	100.04	Karnataka	Zaid	254.81
mango	24.72	16.12	16.79	29.24	52.6	7.24	91.6	Uttar Pradesh	Zaid	284.98
mango	22.08	17.58	20.15	31.15	53.72	6.37	99.3	Uttar Pradesh	Kharif	261.69
mango	19.6	15.5	20.99	28.69	49.26	6.85	105.34	Uttar Pradesh	Zaid	61.83
mango	18.57	15.18	18.25	31.36	50.96	6.21	90.73	Punjab	Post-Monsoon	82.1
mango	15.84	15.95	22.27	31.33	49.31	6.05	109.44	Punjab	Rabi	276.44
mango	24.04	24.32	23.2	30.69	45.41	6.15	90.77	Maharashtra	Kharif	120.75
mango	24.8	15.79	24.27	32.49	49.23	5.54	109.01	Tamil Nadu	Kharif	252.69
mango	19.33	16.16	16.92	27.61	48.03	6.53	107.08	West Bengal	Kharif	118.53
mango	19.73	22.61	19.37	32.47	52.78	6.05	103.43	Maharashtra	Post-Monsoon	273.83
mango	21.78	17.73	19.07	25.19	49.14	5.76	95.34	Maharashtra	Zaid	38.17
mango	17.25	22.09	17.21	31.11	52.28	6.72	99.21	Karnataka	Zaid	167.02
mango	19.76	20.58	18.43	28.2	53.23	5.8	107.09	Karnataka	Rabi	164.35
mango	16.7	18.9	19.03	31.61	50.71	5.66	99.73	Tamil Nadu	Kharif	70.19
mango	24.85	18.69	17.92	28.15	51.75	5.56	102.5	West Bengal	Zaid	173.82
mango	19.15	22.65	22.51	27.84	52.44	7.48	97.51	Maharashtra	Rabi	119.74
mango	24.49	16.23	18.96	27.11	46.11	6.08	107.3	Punjab	Post-Monsoon	169.52
mango	18.52	17.18	24.0	27.79	52.7	6.76	103.28	Punjab	Zaid	155.67
mango	20.33	17.25	19.04	32.57	47.86	7.35	93.14	West Bengal	Post-Monsoon	93.64
mango	20.33	18.34	19.64	26.72	54.07	6.27	103.06	Karnataka	Post-Monsoon	64.77
mango	15.29	17.24	21.1	30.03	45.81	6.64	98.18	Uttar Pradesh	Zaid	186.85
mango	16.66	21.25	21.84	34.52	45.23	6.7	105.8	Karnataka	Rabi	256.59
mango	16.61	18.69	23.75	26.75	54.37	7.34	96.45	Tamil Nadu	Kharif	269.39
mango	17.07	19.61	17.45	31.03	54.9	7.09	109.46	Maharashtra	Kharif	243.07
mango	23.38	23.72	24.09	27.45	52.22	5.64	104.97	Punjab	Post-Monsoon	261.45
mango	24.96	23.62	15.7	29.17	47.6	6.93	92.42	Maharashtra	Kharif	137.17
mango	23.28	15.6	23.12	33.28	52.25	5.58	97.99	Maharashtra	Post-Monsoon	134.29
mango	16.24	16.46	17.62	33.25	52.54	5.72	93.38	Karnataka	Zaid	51.17
mango	17.43	19.83	17.65	28.3	51.94	6.42	104.18	West Bengal	Zaid	109.31
mango	21.89	18.31	19.5	27.58	47.75	5.57	92.8	Maharashtra	Zaid	17.52
mango	23.8	20.64	22.14	28.07	52.16	6.64	96.09	Punjab	Post-Monsoon	205.25
mango	16.54	23.05	16.29	31.07	53.59	6.01	94.56	West Bengal	Zaid	53.03
mango	15.12	18.64	20.09	33.7	50.17	6.45	108.0	Tamil Nadu	Rabi	180.27
mango	20.01	20.23	18.78	34.26	51.48	7.24	99.64	Karnataka	Post-Monsoon	14.13
mango	24.47	18.42	18.09	27.24	47.78	7.06	105.79	Punjab	Rabi	113.39
mango	19.59	24.13	24.06	33.4	53.46	7.07	100.48	West Bengal	Rabi	115.43
mango	15.33	21.26	24.52	30.07	47.71	7.42	106.93	Maharashtra	Kharif	291.43
mango	15.56	20.67	17.48	27.56	52.39	6.88	103.02	West Bengal	Rabi	209.99
mango	19.56	15.4	21.09	30.52	45.91	5.88	106.61	Uttar Pradesh	Rabi	161.54
mango	15.61	17.28	20.86	30.81	49.64	6.57	105.63	Tamil Nadu	Kharif	66.96
mango	16.16	15.83	16.97	30.42	47.15	6.47	101.39	Maharashtra	Post-Monsoon	259.73
mango	16.12	23.87	22.77	26.95	53.06	6.73	99.13	Uttar Pradesh	Zaid	228.82
mango	21.01	19.93	16.77	30.07	50.14	7.4	95.99	Maharashtra	Rabi	108.93
mango	21.78	20.03	21.26	26.11	52.57	5.86	90.13	Maharashtra	Post-Monsoon	153.78
mango	16.79	22.6	21.73	25.95	53.62	6.18	103.74	West Bengal	Rabi	235.85
mango	22.63	17.13	20.02	28.2	50.3	5.71	96.0	Maharashtra	Rabi	175.59
mango	16.55	16.56	22.66	32.86	53.52	6.72	93.14	Maharashtra	Post-Monsoon	199.51
mango	22.89	22.8	17.69	34.33	49.72	7.21	96.07	West Bengal	Zaid	106.78
mango	18.54	22.45	19.5	29.25	48.94	6.33	105.24	Karnataka	Kharif	290.92
mango	18.54	23.05	24.75	32.67	45.19	6.91	94.17	Punjab	Zaid	95.49
mango	18.73	18.22	22.91	28.26	50.6	5.9	94.3	Maharashtra	Post-Monsoon	258.36
mango	16.07	17.43	18.25	29.8	52.21	6.44	109.42	Uttar Pradesh	Post-Monsoon	209.46
mango	24.09	19.87	17.8	31.07	48.75	5.7	102.79	Tamil Nadu	Zaid	137.06
mango	17.84	19.72	23.81	25.74	54.77	6.96	106.49	West Bengal	Zaid	176.49
mango	20.62	19.38	18.28	30.47	51.61	6.61	106.35	Punjab	Kharif	50.74
grapes	22.7	23.71	21.99	15.39	89.57	6.04	72.73	Punjab	Rabi	63.4
grapes	19.68	19.61	18.33	14.78	87.04	5.88	72.48	Uttar Pradesh	Rabi	44.57
grapes	19.11	18.96	19.86	8.48	85.28	6.87	70.12	Uttar Pradesh	Post-Monsoon	298.74
grapes	24.6	23.73	18.27	13.39	82.83	6.0	65.67	Uttar Pradesh	Kharif	292.53
grapes	22.81	20.32	22.99	16.46	80.88	6.88	71.1	West Bengal	Kharif	232.46
grapes	19.31	17.77	19.51	16.81	87.39	6.48	65.73	Punjab	Zaid	141.67
grapes	22.81	22.39	24.49	16.89	84.01	5.94	71.24	Karnataka	Kharif	12.48
grapes	18.22	16.5	23.56	13.84	87.68	6.3	71.54	West Bengal	Zaid	269.04
grapes	22.15	20.77	16.89	9.48	83.08	5.65	70.33	Uttar Pradesh	Rabi	166.62
grapes	24.55	18.27	18.15	10.3	82.09	5.95	69.24	Tamil Nadu	Rabi	281.53
grapes	17.17	18.55	16.37	16.99	84.4	6.75	68.75	Karnataka	Rabi	120.32
grapes	19.47	18.99	17.06	11.81	88.14	5.64	66.75	Maharashtra	Kharif	57.24
grapes	17.1	24.41	22.41	11.58	89.95	6.12	67.1	Uttar Pradesh	Zaid	148.61
grapes	20.09	24.45	15.16	11.8	84.2	6.94	66.0	Tamil Nadu	Zaid	252.6
grapes	19.34	23.48	18.01	18.0	80.84	6.47	68.9	Karnataka	Kharif	285.88
grapes	17.75	21.47	18.23	9.41	82.49	6.35	66.28	West Bengal	Rabi	211.57
grapes	22.62	15.61	23.02	16.66	86.61	6.06	69.15	West Bengal	Post-Monsoon	60.0
grapes	24.36	24.65	22.42	16.1	81.82	6.82	66.09	West Bengal	Kharif	154.29
grapes	18.06	21.25	24.09	10.65	83.21	6.67	68.32	Karnataka	Kharif	223.14
grapes	16.44	19.08	20.39	15.63	87.23	5.75	66.0	Tamil Nadu	Rabi	36.72
grapes	24.88	16.12	19.76	17.83	88.56	6.31	66.34	Maharashtra	Kharif	100.31
grapes	19.69	24.03	16.28	14.56	83.66	6.42	72.16	Karnataka	Post-Monsoon	227.13
grapes	23.52	16.96	17.19	9.3	89.42	5.84	65.82	Uttar Pradesh	Post-Monsoon	91.87
grapes	21.15	17.5	17.51	15.3	83.01	6.57	69.62	Maharashtra	Zaid	230.37
grapes	16.32	19.22	21.61	13.79	89.35	5.55	74.06	Karnataka	Kharif	240.32
grapes	24.8	15.14	21.35	16.35	82.38	6.1	65.12	Karnataka	Post-Monsoon	258.73
grapes	16.88	23.7	24.71	12.06	89.93	6.18	67.63	Karnataka	Kharif	226.04
grapes	21.55	20.14	18.37	17.97	81.86	6.01	73.72	Maharashtra	Post-Monsoon	202.34
grapes	21.68	18.42	20.19	8.63	83.65	6.46	74.65	West Bengal	Kharif	75.87
grapes	19.57	16.11	20.5	10.96	88.73	5.96	69.36	Uttar Pradesh	Rabi	125.29
grapes	24.41	24.99	16.95	16.4	82.22	5.53	72.33	Tamil Nadu	Rabi	173.24
grapes	20.31	15.47	20.33	13.39	86.94	7.0	66.67	West Bengal	Kharif	207.32
grapes	21.35	23.59	17.26	17.31	87.16	6.31	74.55	Karnataka	Rabi	90.74
grapes	24.59	24.49	17.96	17.01	89.72	6.84	69.68	West Bengal	Zaid	10.1
grapes	17.51	20.56	18.12	17.23	86.13	6.94	65.59	Karnataka	Rabi	51.7
grapes	23.22	22.65	23.07	17.51	82.42	6.68	71.46	Karnataka	Rabi	82.09
grapes	18.5	17.26	24.49	9.4	84.01	6.59	70.86	Punjab	Rabi	69.69
grapes	16.42	17.75	18.27	14.37	85.21	6.29	72.72	Maharashtra	Post-Monsoon	77.33
grapes	19.38	23.22	20.41	14.1	81.54	6.82	72.54	Punjab	Zaid	263.82
grapes	24.49	15.41	23.38	10.55	86.27	6.14	66.68	Punjab	Post-Monsoon	229.95
grapes	17.25	16.03	24.98	14.03	85.99	6.04	73.69	Punjab	Post-Monsoon	252.65
grapes	24.63	19.22	21.38	16.65	82.8	6.59	67.76	Tamil Nadu	Zaid	131.7
grapes	23.36	24.83	15.83	9.01	88.06	5.86	69.95	Maharashtra	Post-Monsoon	203.03
grapes	16.04	22.81	22.09	13.61	88.37	6.06	70.19	Punjab	Post-Monsoon	22.21
grapes	16.08	23.38	21.43	8.99	80.95	6.95	67.39	Maharashtra	Post-Monsoon	246.43
grapes	22.18	15.4	21.47	12.4	84.61	6.8	65.37	Karnataka	Post-Monsoon	204.03
grapes	15.26	20.67	15.24	17.46	80.99	6.88	73.02	Punjab	Post-Monsoon	256.33
grapes	17.54	23.18	18.44	17.74	82.49	6.17	65.48	Karnataka	Zaid	232.9
grapes	16.61	20.58	23.63	14.48	87.41	6.63	72.81	West Bengal	Post-Monsoon	258.43
grapes	18.34	21.16	22.4	16.36	82.28	6.74	66.01	Punjab	Kharif	195.44
grapes	18.13	19.97	16.86	11.83	82.65	6.56	68.51	Karnataka	Zaid	228.88
grapes	24.59	18.23	16.11	13.82	89.09	6.55	70.6	Maharashtra	Rabi	125.41
grapes	21.96	16.99	15.91	13.98	88.77	6.11	67.63	Punjab	Zaid	164.52
grapes	18.97	24.21	16.04	17.56	88.15	6.83	67.94	Maharashtra	Kharif	103.91
grapes	17.25	23.26	17.46	9.55	89.93	5.54	67.24	Punjab	Rabi	81.15
grapes	17.26	21.48	17.16	8.12	82.44	5.53	71.12	Karnataka	Post-Monsoon	171.33
grapes	24.98	16.92	16.86	13.19	84.0	6.36	74.02	Karnataka	Zaid	214.96
grapes	24.82	23.03	17.64	11.7	89.0	6.91	68.2	Tamil Nadu	Kharif	287.85
grapes	16.34	23.6	24.86	10.47	85.38	5.69	74.81	Maharashtra	Post-Monsoon	165.25
grapes	16.05	23.26	17.28	11.48	87.02	6.96	73.21	West Bengal	Post-Monsoon	88.05
grapes	23.37	19.6	19.38	13.91	80.65	6.99	65.22	Karnataka	Kharif	269.79
grapes	19.77	22.06	15.64	11.54	89.55	5.91	67.52	Punjab	Kharif	216.95
grapes	19.91	22.04	24.43	17.86	82.15	6.18	70.38	Punjab	Zaid	105.85
grapes	20.7	23.76	24.46	9.44	85.4	6.52	68.14	Uttar Pradesh	Kharif	216.51
grapes	18.58	16.2	24.77	14.14	85.3	6.6	72.33	West Bengal	Rabi	252.36
grapes	15.29	24.29	22.29	11.32	80.94	6.11	72.01	Punjab	Post-Monsoon	243.43
grapes	18.81	19.74	23.47	9.83	83.11	5.77	69.3	Tamil Nadu	Post-Monsoon	36.31
grapes	17.61	17.01	18.51	14.47	80.82	6.18	65.94	Tamil Nadu	Kharif	265.0
grapes	15.61	20.57	21.83	8.95	80.02	6.98	65.13	Tamil Nadu	Post-Monsoon	98.82
grapes	23.0	20.68	18.75	8.69	81.72	6.45	69.98	Maharashtra	Rabi	292.97
grapes	15.97	21.83	16.55	11.74	81.77	6.16	73.46	West Bengal	Rabi	246.16
grapes	19.45	21.22	24.35	16.88	87.94	5.68	74.34	Tamil Nadu	Kharif	111.23
grapes	16.8	20.18	24.0	12.98	86.04	7.0	74.2	Karnataka	Post-Monsoon	237.38
grapes	24.44	21.69	15.65	10.46	81.41	6.94	69.91	Karnataka	Kharif	113.91
grapes	24.17	24.21	23.11	17.1	87.08	6.76	65.99	Maharashtra	Kharif	202.42
grapes	18.21	20.27	20.75	13.32	83.94	6.32	67.01	Tamil Nadu	Rabi	139.89
grapes	16.98	24.44	19.26	12.35	80.82	5.54	66.04	Maharashtra	Post-Monsoon	186.8
grapes	18.06	24.92	22.71	15.71	86.99	6.29	65.42	Uttar Pradesh	Zaid	268.71
grapes	22.48	20.71	16.73	11.14	80.48	5.54	74.67	Karnataka	Rabi	112.01
grapes	20.38	23.24	21.84	12.34	85.08	6.77	70.09	Punjab	Kharif	274.09
grapes	15.99	24.5	23.92	15.12	80.73	5.81	67.07	Punjab	Kharif	23.12
grapes	18.81	24.0	16.16	10.9	89.04	6.49	74.15	Tamil Nadu	Rabi	296.25
grapes	23.27	18.72	23.38	8.45	81.42	5.87	71.69	Karnataka	Zaid	69.41
grapes	23.79	22.37	17.73	14.9	84.16	6.12	67.78	West Bengal	Post-Monsoon	83.49
grapes	15.1	21.93	15.42	15.67	81.29	6.53	65.71	Uttar Pradesh	Kharif	56.09
grapes	22.91	15.67	20.37	9.67	87.4	6.93	72.15	Punjab	Post-Monsoon	92.59
grapes	17.86	23.56	17.61	15.61	83.95	6.83	67.02	Uttar Pradesh	Post-Monsoon	68.23
grapes	20.18	15.36	19.79	9.11	80.38	6.08	65.84	Punjab	Kharif	80.11
grapes	21.15	19.38	16.43	13.97	80.41	6.9	72.67	West Bengal	Rabi	220.22
grapes	15.44	15.14	16.53	16.59	82.51	5.76	69.62	Punjab	Kharif	123.48
grapes	16.53	17.92	15.64	9.84	81.94	6.49	69.39	Karnataka	Kharif	254.59
grapes	21.02	17.88	16.61	13.47	83.18	5.67	65.65	Maharashtra	Kharif	189.39
grapes	16.7	24.33	18.7	9.43	81.04	5.85	68.81	Maharashtra	Kharif	245.97
grapes	22.69	16.2	17.25	14.28	85.64	5.61	71.49	Karnataka	Post-Monsoon	91.92
grapes	21.16	19.5	22.48	14.83	86.13	6.02	74.88	Karnataka	Post-Monsoon	276.63
grapes	16.53	20.36	18.6	9.44	86.37	5.76	74.67	Tamil Nadu	Rabi	116.74
grapes	15.21	23.05	16.44	12.6	87.11	6.31	67.27	Karnataka	Rabi	253.64
grapes	18.53	24.42	19.21	12.18	87.33	6.17	68.88	Tamil Nadu	Zaid	104.54
grapes	18.99	22.23	17.06	10.17	81.91	5.79	73.74	Punjab	Zaid	271.1
grapes	20.48	22.64	19.08	14.44	82.14	5.71	66.09	Punjab	Post-Monsoon	97.09
watermelon	107.49	15.75	51.24	25.51	84.17	6.55	46.57	Karnataka	Post-Monsoon	62.29
watermelon	101.64	14.94	48.86	31.67	84.73	6.75	50.63	West Bengal	Post-Monsoon	176.77
watermelon	107.01	9.51	48.16	27.46	89.38	6.76	49.87	Maharashtra	Kharif	206.09
watermelon	106.8	8.86	45.09	33.62	82.53	6.85	48.13	Tamil Nadu	Rabi	225.64
watermelon	109.37	11.08	45.66	31.23	85.16	6.9	49.47	Tamil Nadu	Rabi	94.02
watermelon	96.52	13.62	54.01	26.52	86.15	6.53	51.18	West Bengal	Post-Monsoon	212.96
watermelon	99.22	16.48	47.49	26.13	91.45	6.91	45.97	Uttar Pradesh	Rabi	265.27
watermelon	102.09	12.77	52.67	30.86	91.88	6.36	49.41	Maharashtra	Rabi	139.73
watermelon	95.3	12.92	51.72	28.44	85.4	6.09	48.7	West Bengal	Rabi	190.97
watermelon	105.16	17.17	46.11	34.35	91.6	6.2	51.34	Tamil Nadu	Kharif	112.87
watermelon	109.75	12.95	51.22	30.9	91.92	6.37	47.53	Maharashtra	Zaid	294.79
watermelon	108.56	8.23	48.19	26.67	88.49	6.7	47.63	Karnataka	Zaid	21.73
watermelon	106.25	15.6	49.58	25.8	87.51	6.13	54.78	Maharashtra	Kharif	223.05
watermelon	95.29	11.81	54.05	28.8	82.36	6.67	51.97	Tamil Nadu	Zaid	242.91
watermelon	107.8	15.84	49.07	28.42	91.43	6.72	50.52	Karnataka	Zaid	87.34
watermelon	108.7	17.19	45.85	31.66	85.19	6.51	46.14	West Bengal	Kharif	80.46
watermelon	97.66	8.65	50.72	27.37	82.87	6.08	52.23	Punjab	Zaid	262.35
watermelon	104.26	9.56	51.26	33.71	86.61	6.87	52.86	Uttar Pradesh	Kharif	26.29
watermelon	97.08	17.18	54.27	26.86	89.18	6.09	49.33	Punjab	Rabi	70.96
watermelon	105.75	11.87	51.25	26.93	90.18	6.71	49.95	Punjab	Rabi	146.07
watermelon	105.97	13.92	53.61	29.43	87.08	6.08	54.74	Tamil Nadu	Rabi	264.67
watermelon	103.63	9.89	46.24	32.62	83.88	6.85	52.56	West Bengal	Rabi	124.45
watermelon	107.54	10.97	49.12	31.41	84.18	6.25	48.45	West Bengal	Kharif	199.9
watermelon	109.52	10.52	52.54	25.65	82.63	6.34	52.33	Maharashtra	Post-Monsoon	33.19
watermelon	106.47	15.16	45.12	32.44	82.88	6.59	54.16	Tamil Nadu	Kharif	175.07
watermelon	105.91	11.19	48.58	33.11	85.7	6.3	49.89	Maharashtra	Rabi	76.15
watermelon	97.56	14.91	49.1	33.8	85.24	6.8	54.45	Karnataka	Post-Monsoon	261.92
watermelon	101.97	9.53	52.38	28.86	91.5	6.87	52.88	Karnataka	Rabi	125.83
watermelon	95.21	15.91	51.62	26.73	87.93	6.18	45.95	Karnataka	Post-Monsoon	53.47
watermelon	100.06	8.22	48.92	28.04	91.55	6.55	47.28	Karnataka	Post-Monsoon	135.53
watermelon	109.21	9.6	54.69	25.6	91.61	6.07	48.23	Karnataka	Zaid	51.03
watermelon	102.78	12.94	47.16	29.91	91.57	6.63	48.39	Tamil Nadu	Post-Monsoon	187.37
watermelon	103.99	13.3	48.41	28.73	88.89	6.13	50.65	Karnataka	Kharif	15.14
watermelon	100.55	10.46	54.45	31.88	91.1	6.9	51.34	Karnataka	Zaid	170.95
watermelon	103.66	11.31	46.94	26.27	85.22	6.63	54.71	West Bengal	Rabi	245.86
watermelon	98.74	13.63	53.91	28.13	90.81	6.38	46.48	Tamil Nadu	Kharif	163.48
watermelon	101.94	17.0	54.47	32.28	82.67	6.39	46.93	Tamil Nadu	Rabi	115.5
watermelon	106.67	12.74	47.23	25.03	85.56	6.62	50.62	Tamil Nadu	Zaid	150.56
watermelon	99.71	16.83	47.0	33.11	83.88	6.92	51.05	Tamil Nadu	Kharif	223.29
watermelon	97.92	15.99	47.82	32.91	86.23	6.82	45.11	Tamil Nadu	Rabi	51.78
watermelon	95.38	14.52	52.62	25.79	86.65	6.91	46.48	Punjab	Post-Monsoon	171.03
watermelon	103.91	15.58	46.08	27.74	84.76	6.71	49.53	West Bengal	Rabi	103.61
watermelon	95.25	8.52	48.27	29.77	83.42	6.83	48.75	Uttar Pradesh	Post-Monsoon	197.44
watermelon	100.93	11.27	53.36	25.35	84.83	6.57	50.69	Maharashtra	Kharif	219.61
watermelon	105.7	12.97	54.27	26.4	83.02	6.16	52.14	Uttar Pradesh	Zaid	291.97
watermelon	100.07	12.13	52.51	29.92	87.45	6.52	51.42	Karnataka	Rabi	168.95
watermelon	96.34	10.07	46.59	32.63	90.69	6.23	45.57	Punjab	Kharif	25.22
watermelon	107.64	10.26	45.42	27.19	84.33	6.15	53.7	Maharashtra	Zaid	103.66
watermelon	106.34	14.7	45.19	32.66	86.92	6.67	51.97	Maharashtra	Kharif	21.64
watermelon	103.85	10.09	50.83	25.07	89.02	6.58	48.68	West Bengal	Post-Monsoon	71.71
watermelon	103.04	17.15	52.44	27.81	87.56	6.51	46.6	West Bengal	Zaid	107.0
watermelon	99.91	10.6	46.19	27.85	82.29	6.6	51.51	Maharashtra	Post-Monsoon	69.33
watermelon	96.69	11.87	46.07	34.33	84.06	6.76	52.36	Tamil Nadu	Rabi	267.13
watermelon	107.27	11.61	45.54	31.26	87.67	6.88	47.52	Maharashtra	Kharif	99.87
watermelon	98.25	9.81	48.34	30.0	89.2	6.72	49.58	Karnataka	Rabi	277.04
watermelon	102.2	13.97	52.95	31.67	91.38	6.08	46.07	Uttar Pradesh	Kharif	189.59
watermelon	107.86	17.47	54.3	28.03	85.81	6.57	46.59	Uttar Pradesh	Zaid	72.44
watermelon	97.86	12.23	53.76	25.76	86.17	6.02	52.7	Uttar Pradesh	Zaid	51.13
watermelon	101.85	17.32	54.83	34.15	83.2	6.64	54.52	Uttar Pradesh	Post-Monsoon	60.63
watermelon	96.69	15.25	49.55	33.86	88.95	6.27	45.23	Maharashtra	Post-Monsoon	28.35
watermelon	105.38	10.15	48.98	28.77	82.37	6.43	49.66	West Bengal	Kharif	177.26
watermelon	95.66	8.63	52.7	27.81	84.82	6.48	53.02	Uttar Pradesh	Zaid	289.32
watermelon	97.82	14.9	53.1	34.96	82.44	6.56	53.57	Maharashtra	Post-Monsoon	239.67
watermelon	105.73	15.43	47.87	25.88	85.67	6.82	50.45	Tamil Nadu	Zaid	220.6
watermelon	103.11	11.21	51.39	29.07	87.8	6.37	54.84	Tamil Nadu	Rabi	246.13
watermelon	106.27	12.95	50.42	28.6	86.32	6.6	53.85	Tamil Nadu	Zaid	197.18
watermelon	101.76	13.39	51.8	33.9	85.43	6.92	54.83	West Bengal	Zaid	166.66
watermelon	107.48	9.59	52.99	26.4	90.16	6.21	51.93	Uttar Pradesh	Post-Monsoon	265.41
watermelon	109.86	13.44	50.2	30.75	84.55	6.55	54.42	Punjab	Rabi	208.36
watermelon	106.82	12.89	48.25	33.36	85.73	6.94	50.23	Karnataka	Rabi	177.34
watermelon	106.25	14.88	54.88	27.26	88.44	6.16	51.94	West Bengal	Kharif	269.02
watermelon	109.54	16.0	49.95	34.16	88.95	6.31	52.56	Tamil Nadu	Rabi	167.17
watermelon	96.45	16.14	45.24	25.31	83.21	6.19	52.76	Uttar Pradesh	Kharif	83.5
watermelon	109.27	12.22	48.58	29.03	88.98	6.3	48.88	West Bengal	Zaid	134.27
watermelon	103.85	12.78	51.15	25.42	86.91	6.03	48.2	Uttar Pradesh	Zaid	213.18
watermelon	107.92	11.84	50.39	25.98	88.89	6.62	48.51	Punjab	Post-Monsoon	298.45
watermelon	100.7	17.63	52.59	25.87	84.52	6.09	47.45	Punjab	Kharif	141.86
watermelon	106.24	10.41	54.84	25.34	85.1	6.78	53.55	West Bengal	Post-Monsoon	37.54
watermelon	105.26	13.93	51.75	25.28	87.06	6.07	46.81	Tamil Nadu	Post-Monsoon	242.38
watermelon	103.03	15.24	47.53	26.18	87.17	6.17	49.52	West Bengal	Kharif	94.18
watermelon	99.97	9.1	46.55	33.37	83.99	6.49	45.06	Punjab	Rabi	234.01
watermelon	95.66	9.83	48.4	31.83	90.46	6.23	49.45	Punjab	Kharif	39.45
watermelon	97.09	15.4	54.47	30.63	86.38	6.37	51.99	Uttar Pradesh	Zaid	194.1
watermelon	96.59	12.74	47.79	30.57	86.22	6.07	47.63	Punjab	Zaid	147.64
watermelon	102.61	10.43	54.28	26.38	82.24	6.09	46.87	West Bengal	Post-Monsoon	201.36
watermelon	103.19	13.57	49.78	34.71	88.56	6.58	46.16	Uttar Pradesh	Rabi	68.71
watermelon	99.51	15.47	48.91	28.72	87.1	6.01	50.25	Tamil Nadu	Kharif	97.97
watermelon	107.17	11.2	47.44	29.8	84.14	6.66	49.78	West Bengal	Kharif	60.0
watermelon	103.3	14.27	53.59	25.71	88.67	6.86	46.45	Uttar Pradesh	Post-Monsoon	158.88
watermelon	109.81	13.66	47.47	32.53	90.4	6.36	47.25	Tamil Nadu	Post-Monsoon	27.31
watermelon	101.48	16.71	52.81	25.28	88.72	6.93	48.91	Maharashtra	Rabi	227.1
watermelon	96.91	14.15	52.9	33.89	88.46	6.76	46.57	Maharashtra	Zaid	154.17
watermelon	96.13	14.0	49.17	30.62	89.04	6.78	52.73	Uttar Pradesh	Zaid	90.44
watermelon	99.21	14.5	54.87	28.41	90.36	6.61	54.19	Karnataka	Post-Monsoon	121.97
watermelon	108.07	14.88	51.95	34.23	88.05	6.66	50.74	Karnataka	Zaid	36.39
watermelon	102.35	11.42	50.17	31.31	84.52	6.27	47.71	Tamil Nadu	Rabi	100.78
watermelon	108.59	17.07	50.66	28.49	85.06	6.83	50.18	Karnataka	Zaid	86.53
